D_ref,E_D,K_s_ref,H_s,D_ox_ref,E_D_ox,K_ox_ref,H_sol_ox,metal_thickness,oxide_thickness,P_upstream,f_pinhole,f_crack,f_gb_defect,crack_thickness_factor,gb_diffusivity_factor,grain_size,gb_thickness,lattice_density,trap_dislocation_E_b,trap_dislocation_N_T,trap_gb_E_b,trap_gb_N_T,trap_vacancy_E_b,trap_vacancy_N_T,trap_carbide_E_b,trap_carbide_N_T,temperature,k_diss_ref,E_diss,K_eq_ref,H_eq,k_diss_metal_ref,E_diss_metal,K_eq_metal_ref,H_eq_metal,flux,permeability,theta,frac_surface,frac_oxide,frac_metal,PRF,D_eff,P_interface,flux_intact,flux_defect,regime,system_rate_limiting,dominant_path
2.637590829541508e-07,74124.4432329268,0.09668556726422563,47058.04066422075,3.0219904766719045e-17,69999.47530769947,0.1423258544557687,50619.20029314568,0.001901219293848142,1.396573043120511e-06,8.216338135593125,0.053269282989197725,0.050138196403215686,0.06837163813899204,0.07189665612932815,62.71153435885603,0.0002830174294176505,9.260174849082805e-10,9.787798394249964e+28,15750.231516734311,352778106031835.9,25120.425288752744,2.6232445737424764e+16,37754.32772921894,6.111326134519378e+27,38146.84317843124,4.455535589477304e+25,868.4839619937613,1.5537447717545456e-09,64410.54541547141,3.8353716101140543e-07,19280.70916570308,4.935676736709725e-08,92512.5432344487,0.0006759239027045697,11884.282893608553,1.29012159074229e-09,5.506119306014429e-16,0.00017276519316998762,0.1636178260026167,0.04208583378401958,0.7942963402133639,,1.056734885182787e-09,0.000576946902276332,1.6164143784183075e-10,1.128480152900459e-09,metal,metal,pinhole
1.2729765988294062e-07,73739.21277977129,0.03780723125589784,44591.12151752352,4.390134760082685e-17,70575.32641638009,0.2268210569240901,113732.3661579133,0.003787572236886885,9.192920747430537e-06,0.4170866285542322,0.06837845285887863,0.0367784808505409,0.07749880400758952,0.3895928775787483,4.471591936682064,0.0004589528000666132,9.646287753836007e-10,1.1254215752105758e+29,20883.983860121865,375847952701338.44,28246.056483309923,1.9386784950091012e+16,42690.40025917604,8.715789388383057e+27,29820.181613633915,1.4014013045301032e+25,620.7364649462179,3.995608322446333e-09,53906.034234499784,3.02799771207145e-07,14904.880011714838,1.2940530177521172e-07,82948.73403219266,0.0009389015301387616,5193.393130275897,2.096058579629495e-14,6.199144150163519e-19,0.00014513596881414825,0.010650335558526403,0.3438948054781808,0.6454548589632928,,3.6826954834697143e-13,0.13197158320814498,1.5493068393176162e-14,5.467517403118787e-15,metal,metal,intact
2.8829097684995277e-07,68113.37774140849,0.030885333482228196,17292.998878256032,3.105116047391841e-17,69136.62937841179,0.09679414298961517,20585.470766627863,0.004872443913729523,9.9451548792568e-06,5.6397596367098375,0.014969574716345786,0.05354681697442021,0.007891891375811458,0.2680177299576964,35.76349284478754,0.000490017879320617,3.061917066528354e-10,1.0443908291532725e+29,19786.34510839705,584462914326861.6,28314.37761958909,5.1934955529812424e+16,47743.13406877685,8.512614942099163e+27,29835.85822421885,9.113009078843061e+26,922.9976674357054,2.7136229195723854e-09,53283.25409262054,2.1365875766860004e-07,11533.530840333879,3.067323723314516e-09,70544.32163688965,0.0004295206153896742,6442.778477303526,1.3685076268107943e-10,2.3128464523914677e-16,0.0007653258337366572,0.1448229235028896,0.4187077502970447,0.43646932620006573,,7.695435549813066e-10,0.0003546064816766258,4.881121837405707e-11,8.803954430702236e-11,metal,mixed,mixed
3.389052737331886e-07,63735.2663089879,0.012204292459188356,37223.03897159434,6.273546659585812e-17,70250.35433368922,0.38135689537930934,76383.77590749413,0.0017656284965568603,9.994888108049007e-06,7.542727372159673,0.007988244363859235,0.030683635641030063,0.012363764079842998,0.18689679624280395,15.601188613353653,6.109628251412639e-05,7.869913449432637e-10,8.22809474901083e+28,16975.073103791197,261300302329056.5,25319.383555278284,2800353345671208.0,35818.03294089454,6.202835797582106e+26,38257.69914955288,6.357707696466385e+26,1045.7187539626036,7.64947413257053e-09,52132.16783634248,5.27475329858265e-07,19342.228594084554,8.355200106641442e-08,87064.15367561982,0.0009624580691328463,29383.123286851864,1.0352272127174256e-08,2.7233788573650755e-13,0.0001371800069488651,0.559665097339128,0.12210444531067109,0.31823045735020106,,5.5958211112956424e-08,0.0010581532105301903,6.4190535387433655e-09,3.93321858843089e-09,surface,mixed,mixed
1.4310770333545413e-07,74872.26320848231,0.029923197968626403,10403.692048815145,1.7092661160855682e-17,69880.82163106669,0.11866882968040657,101516.01732123917,0.0026618270355105336,7.608175261403522e-06,9.818212725487456,0.010071846515337263,0.09268225979488885,0.047970480971640445,0.32251524730985337,82.18126036378814,3.645130729558423e-05,9.587757782560879e-10,1.0908471883035515e+29,19345.50366077274,502859774084648.94,26663.770220578215,328903468490650.44,45512.37014214225,4.72106125634642e+27,33901.87520760071,4.113784882127422e+25,760.0281802581109,7.324192575096477e-09,60236.96685659322,5.014042468508935e-07,42955.8864333095,5.883369225200944e-09,83566.71874972957,0.0008392051908295778,27973.23494989454,4.581390041189978e-11,6.767109758928797e-17,0.0003534689707259056,0.08528654212415539,0.5957254113386515,0.31898804653719315,,2.7351983090638534e-11,0.02427109129828451,2.1813617470760866e-11,2.4000282941138913e-11,oxide,mixed,mixed
3.419305491865607e-07,77619.45951658247,0.05255852922458883,16465.222309597295,1.5515922049552413e-17,70346.53733591839,0.1556404523908851,150761.5442483804,0.003955137307491894,1.4248685463292707e-06,5.003094717062421,0.024851282175698878,0.04652305224053326,0.03905746098710193,0.31521929628175277,89.94655448953745,0.00043978642703733676,5.12908578069462e-10,1.192797017606833e+29,21371.20827775206,624469203225940.2,27045.823548338245,4.26195401605395e+16,42719.14550350152,4.150492832888664e+27,20929.569965733648,1.2008221630334252e+27,894.7188239615457,3.29400207844784e-10,43497.18079388612,6.433658307630334e-07,47886.36174882525,3.716767133569526e-08,96017.82227872073,0.0005413392473735839,16544.68534729672,6.882472726835342e-10,4.3189044611311923e-14,2.529096124629081e-06,0.29883551738402775,0.0006107322337025614,0.7005537503822697,,1.728235256745686e-09,8.886019225979311e-05,1.0631257084877482e-10,5.819347018347593e-10,metal,metal,pinhole
4.223263880016807e-07,61299.45653828053,0.08061275711197366,7557.477395821989,6.49129648342154e-17,69665.0589097402,0.11581566887939918,26087.97796477639,0.000898876950936253,4.018021510542198e-06,5.789277419067338,0.018394624423316002,0.0912399907174536,0.0472291945899112,0.37492473549204375,60.247183419598784,0.0001457415077387085,5.324786275132114e-10,1.1213326104040795e+29,17887.99193053483,433825279954821.25,25281.84529027921,3104219780094209.5,46715.10275925388,6.583408768179991e+27,33621.48720400166,5.045953542614107e+26,1229.937497440074,3.0451262638665636e-09,50114.68429004146,5.084810672399925e-07,40441.996155896726,4.524989745294659e-09,88433.70828853075,0.00020477637821160122,23713.850480397767,9.613891441055944e-09,1.7437562167040905e-14,0.00044933877758484956,0.7447786249979885,0.23020376108368695,0.02501761391832464,,6.444929866173535e-08,5.781678168190207e-07,3.7210640010987626e-09,5.892827439957182e-09,surface,mixed,mixed
5.5285742924801795e-08,64992.17553174078,0.06398128684833908,16054.209148674085,4.7155978914059934e-17,70183.7984697519,0.2774876638031138,26327.838901890012,0.0026140466403252916,7.815323173722208e-06,7.790754174899976,0.04371085802395017,0.059182313731938475,0.016017389510465406,0.12092227286085298,54.115148917152986,0.0004345171241348165,8.643253153333894e-10,1.0293391528703296e+29,20202.60709854618,194700437519406.62,29911.8239467391,2.593896852734337e+16,35025.1191110624,6.255368464719063e+27,27185.3361202151,6.719094811257742e+26,1247.8326507928405,6.465250576040268e-09,63572.11931840166,7.891719746039351e-07,27754.353002374442,1.2517086489288812e-07,89955.5766528783,0.0008986016009055951,31665.4015176134,7.019626439154044e-08,3.694900534487338e-14,0.0010876964755280778,0.0847354495912409,0.07286629579857291,0.8423982546101859,,2.189477761024955e-08,0.00020037568427657565,6.897133349176468e-09,6.329913104236397e-08,metal,metal,pinhole
3.4757158135203806e-07,72153.62436481132,0.01561264253142721,29988.158585056957,2.8954992021124183e-17,70651.83323162008,0.174260577720306,75530.77039508642,0.0039894711409938916,1.15724309366405e-06,2.3840729322829994,0.04357820808414296,0.09589188855475134,0.06217796795604229,0.2981224503255848,1.5603565088876996,9.597460310022098e-05,6.490295001115881e-10,1.0258258681141194e+29,18921.522310511744,197729144155971.62,27398.1876763067,2.3862158235162244e+16,42426.01155879797,9.400868529699466e+27,37681.46491072388,1.4381420117277128e+27,1079.8918918873658,7.749775831076485e-09,40810.50045774892,7.86815164010735e-07,10181.6186982758,1.0908541880913135e-07,75922.80807915483,0.0008940336790440648,30190.487847679546,5.709887247049921e-09,9.500407395818502e-14,0.00013514388195048766,0.5786109276259799,0.025039963079014876,0.3963491092950053,,1.1065254984633546e-08,0.018440726247492743,3.1759007763987405e-09,2.53398647065118e-09,surface,mixed,mixed
1.2583173818200442e-07,66698.46408718164,0.09432684024221862,16966.853090641598,5.830037636842437e-17,69796.74404495567,0.3641075884622685,73482.79612854,0.0035611238177866754,6.054173275333205e-06,3.4760225567848604,0.03954141684816421,0.05430188473000036,0.04029442545900393,0.13362657514274323,54.591651848541986,0.00011038967747288731,8.523005070722797e-10,8.548180763746543e+28,18835.564914454444,593457955461724.9,26206.09091845118,4.925065727974971e+16,35649.631991632064,9.14111848881146e+27,22913.619828513132,1.1963816112444755e+27,716.2722426598459,1.3972450694228544e-09,42889.72876558277,6.16332428237874e-07,5102.454113558469,6.277084172116725e-08,91845.6746311578,0.0007593756698462688,7355.615175385639,4.362135488053356e-11,9.970120216228913e-17,0.0009767186775366328,0.18388205474292618,0.41479544654040745,0.4013224987166664,,2.7498820858423414e-11,0.01177043115476599,2.101493625948463e-11,2.2606418621048933e-11,oxide,mixed,mixed
3.977436657039209e-07,65313.09271150701,0.034562470192488634,38603.568692849876,4.234834066289377e-17,69818.01503855028,0.10882541348593514,28682.048505080107,0.0016319748412998588,3.0597617808597573e-06,2.247132111688432,0.03295129056583275,0.01877087495118528,0.05735993668935309,0.3671594689808896,80.52721455752737,0.00027440067882691417,3.3576420674413364e-10,1.0609343342073997e+29,20383.5089648892,731443155245108.8,29937.850806320846,4360603102970372.5,35366.67548234247,1.340099917773793e+27,29309.092911837724,1.8485347508973912e+27,958.6465211895331,8.462469840942255e-09,53853.642012157245,6.208521098782831e-07,39346.52575770088,8.03117779133572e-08,83288.15167871396,0.0006267312520320636,11730.154348057571,4.60005022519868e-09,8.742402303317917e-16,0.0003598252038154773,0.5110410960410884,0.058409867475131876,0.4305490364837797,,2.4543978700519823e-08,3.848832519772784e-06,3.189060019388302e-10,4.28114422325985e-09,surface,surface,pinhole
1.7878864957959592e-07,68656.910676735,0.0567604776110086,47243.50554174336,5.110134748987358e-17,69817.11316649917,0.1284466268449149,130390.03729000651,0.0034968415011619475,7.80701106766539e-07,2.903306514832343,0.08575079646936827,0.05788603536422645,0.03777906186032493,0.35666049962559954,94.75018212891105,0.0004573875828418455,4.4089086010623617e-10,1.006766738146001e+29,21807.882319204436,449798646534960.1,27313.59393682096,5.385096644318089e+16,44867.37756893442,6.834341054193875e+27,37836.55277270141,5.998689239164491e+26,1100.2918666463313,4.547473686376129e-09,53123.395963671006,5.440616533530687e-07,6888.767988457571,2.9420552132973805e-08,77689.17867434333,0.0008488937846558903,27194.146157539173,1.0616170231564106e-08,6.927499671026159e-12,1.7336869281436223e-05,0.3618490662918664,3.499893456052037e-05,0.638115934773573,,7.994770599744141e-09,0.0006923035989690593,1.664753523240585e-09,8.95141670832352e-09,metal,metal,pinhole
2.1362759185203326e-07,72669.26514318291,0.006024421344638247,11119.770096192227,3.138600890145399e-17,69605.1996283182,0.20921390790600763,155706.98085944282,0.0021644376815895035,2.7239553261613496e-06,1.9843266067561405,0.06552746198868213,0.06354524464930754,0.06791914991053716,0.41142353140993476,59.40942209365892,0.0003150891539133498,8.114752655751155e-10,1.131487044846431e+29,20403.742842539876,556923424673793.7,28683.772708360688,4.045997329091749e+16,40526.13823681013,3.467269714356255e+27,20250.782473663217,5.974354656847108e+26,785.2726764951586,8.56973759526232e-09,49478.67297747906,3.0842264325481447e-07,31331.68720270937,1.0283295692773812e-07,79108.14406160043,0.0007809860638660045,9034.739328138756,2.3756611335633794e-10,2.0726589567259754e-15,0.00013827845728965502,0.37544895579260124,0.14169225178313527,0.4828587924242635,,2.436386020082914e-10,0.33563512130001016,1.7148478069923834e-10,6.60813326570996e-11,metal,mixed,intact
2.1148482084707498e-07,78843.76996191562,0.05856213404863677,39950.6563944239,5.13096631113928e-18,69451.19787563942,0.11182200899805789,42859.030755370855,0.0009804988200005744,8.626096815318403e-06,9.499845463156834,0.0640924104030747,0.029719494166257313,0.05247700167158884,0.2966408639200978,57.057604170105655,0.00045416361202515917,3.282366338384189e-10,1.0490391430384842e+29,20948.33342422176,485068897708414.06,28433.54073055499,2814221568585959.0,40786.93255046022,4.140261779231295e+27,34516.111451241246,1.6755348351907707e+27,1137.2953196777282,8.049644064371208e-09,55596.06521037668,4.670752960624361e-07,13629.35616761826,9.342332434350501e-08,70509.80254776064,0.00011644872329494991,39900.79265914725,1.3457859659494228e-07,2.0772700446547798e-15,0.0016477208939770995,0.265293401886012,0.007250889408445489,0.7274557087055428,,2.5836670223874205e-08,3.9508820159495394e-07,6.158508521981259e-10,1.3396274574274415e-07,metal,metal,pinhole
1.575525790790567e-07,70681.28716284843,0.0164842948541673,25848.72843070144,3.581196847773073e-17,69945.4509867925,0.10261132438338798,21771.736228041635,0.0019350794140030447,1.5849218651674204e-06,3.720035924143773,0.08670237225096009,0.07602881289600062,0.05251954484218629,0.1942801965080346,40.10288939278259,0.0002786282550597301,3.936201606941839e-10,9.427319891337368e+28,16146.128444535349,61835287830162.84,29971.89636869863,2.495151233399804e+16,44380.01391692938,4.5095475359639395e+27,39803.07258255515,8.741024430629532e+25,700.3317625786809,4.8891703972795706e-09,54181.26270549258,2.282245638670162e-07,42062.99137611335,3.686835164268378e-08,98839.55924382886,0.0005152766661230614,16183.078767044988,8.485215471834004e-12,6.964846852453084e-18,0.00011432790096883713,0.041102655925521564,0.4229050815259397,0.5359922625485387,,8.836323898814076e-12,0.2733600306358148,4.632075329175933e-12,3.853140142658072e-12,metal,mixed,mixed
3.0877221698886795e-07,79307.68030357294,0.03604377551294696,13352.994096159751,6.795007354996442e-17,69977.63853437468,0.15038461695701832,136716.70475566067,0.003915382987995141,9.474798134593041e-06,7.069279201428374,0.05938783420691405,0.051625239512645804,0.0305033051869559,0.09225522172100392,47.58660847412845,0.00043377756121369785,7.271397102805574e-10,8.685778294778784e+28,18265.822596483955,118552574669297.89,25916.232925497785,4.999732682928881e+16,38999.814538006205,8.338415297499449e+27,26237.839093316183,2.0746917738930502e+26,878.1291045858414,5.438320097918972e-09,65951.05348893115,4.7407981620572116e-07,23934.328152874532,5.6109183422331546e-08,70588.86501203198,0.0009877277539828869,32335.658560797197,1.1397713856157515e-09,5.692952117979806e-14,8.452349887537123e-05,0.40932165011702376,0.03649988921904164,0.5541784606639345,,6.827461742231375e-10,0.02578945143744161,5.173451870416499e-10,6.224261985741016e-10,metal,mixed,mixed
6.684624616618732e-08,64806.938271087114,0.0545655204487003,39909.41202671551,2.196122623695289e-17,69926.15364711234,0.1646471407121907,119506.50193769744,0.003179870971977292,3.436194802776866e-06,7.618084494889374,0.044157453033127486,0.028782584461188265,0.07436424560921406,0.3346525867924969,51.53855582327563,5.54334028258982e-05,3.07536035344859e-10,8.883448150833378e+28,16234.129322410348,255610676680926.72,25100.24277283632,7297997679326877.0,36499.65565826095,1.270856361788404e+27,36949.89115494925,1.472632902400592e+27,940.9178092226837,8.34538182079646e-09,52023.51318083525,4.0805387378997297e-07,10674.353353047165,1.5283908558095775e-08,91193.5336960022,0.0009511103605105954,32823.68300549105,4.753284958565216e-09,5.5488054346681865e-14,0.00026063508015815773,0.5225276965420711,0.1042700586781836,0.3732022447797452,,2.2562106850962405e-09,0.09783297105297037,3.1834224862917744e-09,1.5698624722734412e-09,surface,mixed,mixed
3.725065073994918e-08,71301.09411748854,0.05026753902834733,38373.790341074055,2.756382817505415e-17,70920.39779320173,0.3910819743183117,39980.278668985105,0.004627872436230054,3.5105433084975362e-06,1.4479222467369042,0.0567827610011045,0.059777222921227106,0.05916984966779502,0.36850477088954164,80.66763803263777,0.00037144908027674466,4.661343716727767e-10,1.102499507404193e+29,15970.973331654262,442967293535140.1,28925.129613361107,3.8126332168882744e+16,45751.52156803446,4.556426530191101e+27,34630.016696769424,9.532888407754992e+26,1119.360153757721,6.172955621683638e-09,65563.43706652548,7.930425096727597e-07,13894.215581361259,1.2884220412720022e-07,76407.90347644963,0.0008812182540376511,9383.624748431384,2.3576570033223513e-09,2.917202327026368e-14,0.00011637059315745746,0.3614428769357272,0.036683054216880194,0.6018740688473928,,2.7811854998303157e-09,0.0021388981603392776,8.119832666632627e-10,1.5456737366590884e-09,metal,mixed,mixed
2.392866582859674e-07,74071.20208792055,0.02531855177144256,21710.09001374995,4.0847841540005306e-17,70924.13743349086,0.2716011570208304,160425.1240945145,0.0021081409201340277,3.4583415589989374e-07,1.2641776684181016,0.023017914873377083,0.09433155037865419,0.0667222764643614,0.1629105626908764,43.60178457491879,0.0004500027775121078,8.735207504201268e-10,1.1793138502319958e+29,18210.99759517731,350755197173750.1,25483.178941606187,1.036179995239504e+16,39270.38579018952,2.1888783610965182e+27,33480.22055426657,1.357535064930237e+27,1110.0259119477898,6.472647238495186e-09,65076.09483531272,7.956823786009634e-07,37978.03251304115,1.031868399271475e-07,77674.89120027522,0.0005758090350760288,37522.23735654896,7.226363791057964e-09,1.1290325824140997e-10,1.0213913091266033e-06,0.5383402871339069,2.3696219327094904e-07,0.4616594759038999,,4.159171586256971e-08,4.803874751276112e-06,7.188185208596586e-10,6.5075452701983055e-09,surface,metal,pinhole
