D_ref,E_D,K_s_ref,H_s,D_ox_ref,E_D_ox,K_ox_ref,H_sol_ox,metal_thickness,oxide_thickness,P_upstream,f_pinhole,f_crack,f_gb_defect,crack_thickness_factor,gb_diffusivity_factor,grain_size,gb_thickness,lattice_density,trap_dislocation_E_b,trap_dislocation_N_T,trap_gb_E_b,trap_gb_N_T,trap_vacancy_E_b,trap_vacancy_N_T,trap_carbide_E_b,trap_carbide_N_T,temperature,k_diss_ref,E_diss,K_eq_ref,H_eq,k_diss_metal_ref,E_diss_metal,K_eq_metal_ref,H_eq_metal,flux,permeability,theta,frac_surface,frac_oxide,frac_metal,PRF,D_eff,P_interface,flux_intact,flux_defect,regime,system_rate_limiting,dominant_path,target_preset
3.161384335428437e-07,66388.05464739734,0.06389001338274818,41582.54269133943,5.963577546023079e-17,70787.91842854526,0.20836658168276878,70802.17065486086,0.0034583095282354165,9.672476142083806e-06,695112.7546221006,0.06254023045771322,0.0043449086037164785,0.09608575172976944,0.2235964317144713,69.92312520736058,4.180472939125271e-05,6.120669134905271e-10,1.113749888684077e+29,15720.038199226587,295319263566769.8,29735.43364657843,5.299869743548812e+16,35112.522744420305,9.661726722000904e+27,31590.219538312507,1.6025761557301079e+27,1054.5383830205774,6.093466431197891e-06,52603.409537839354,2.673216697981781e-07,29969.085903441686,8.326328821826072e-05,71145.02857648865,0.0004143669269575994,11231.137030884154,2.832293714929686e-05,1.1761034870607557e-13,0.19152532435361225,3.354241059038809e-07,0.33205913016931565,0.6679405344065785,,1.7725435957202964e-08,3085.0766505859583,7.921632410662416e-06,2.0401304738634443e-05,metal,mixed,mixed,metal
2.3037758802170415e-07,72354.84752765746,0.0013999142320215128,42435.152785534476,1.8254795481918865e-17,69122.22144118666,0.2935216276579582,122739.01216570179,0.002503640611135593,8.520734602118415e-06,5960182.140309359,0.07860483014634344,0.050108064986521574,0.07571958577862689,0.12962200720248623,78.51254633481527,0.00027806734701278814,6.155016636926936e-10,1.030821188709928e+29,22876.540330069816,367946583493007.1,27089.594264279414,1.027683423204505e+16,45585.43595792048,1.8791807973588437e+27,27240.649626440718,1.7232904218851223e+27,611.3821879305731,1.0730022889883278e-06,41635.542362987166,1.1325860045854886e-07,46564.58689618642,8.39389503642722e-05,71838.99757334522,0.0008902873535895095,33728.77599692656,1.896064090021134e-11,1.6806100601671487e-19,0.045154654101627514,4.103311382753997e-13,0.25958427306274723,0.7404157269368424,,1.2640769762563915e-12,2488612.3821207974,1.3638874116272347e-11,5.321766783938994e-12,metal,metal,intact,metal
4.2451752523523234e-07,67759.60644145455,0.05296726941600768,13084.47944448335,1.182052427538354e-17,70080.86148394976,0.29003694533094027,32421.060635580005,0.004593095335071634,2.621118613504839e-06,4073302.15225166,0.04798344048549143,0.0031469551248160615,0.05601935747439432,0.3150985844336506,77.04507944879352,0.00013255084960723103,9.711530254197834e-10,9.641918800650134e+28,16126.890876537482,496439403584369.1,29439.060019696994,4.974194164592426e+16,37536.22907658557,7.632591930669233e+27,28475.15692585865,4.068639473066415e+26,1067.9010152216138,7.8574621719104e-06,42610.65739986325,2.5648920395308863e-07,7897.272749737024,0.00012827478680386335,78921.83887209719,0.0007166872433724596,26944.449145304552,3.2196278614755576e-05,3.0000485193310714e-15,0.46749139979904153,5.254825777608141e-07,0.22833392846204154,0.7716655460553805,,2.4695570509673982e-08,94.69481733506925,2.0525578383507663e-06,3.014372077640481e-05,metal,metal,pinhole,metal
1.8975926266726963e-07,66377.23547679579,0.05498451582256153,15643.765902113839,2.0929152692796632e-17,69091.38000978164,0.24465464868903197,56013.67060086346,0.0017158377426608577,1.1328478993515362e-06,6823088.189135919,0.022881052850915,0.02686333854396367,0.00039957016907935016,0.4340819361364369,86.06651277837884,0.00022029308341724136,8.20079499838095e-10,1.1359055904338582e+29,16961.826251302533,457755964079799.25,27966.47228446377,3.1673821036834576e+16,37211.79237207927,1.1823961717113854e+27,33171.00818886357,6.713877525275629e+26,710.5389291488258,7.647728601648566e-06,58569.91340902039,3.047401563462961e-07,36940.87474997433,5.831898177129297e-06,75373.51193238946,0.00015943784911121164,8606.946193258816,1.6977294161531326e-07,1.668460127687871e-17,0.19911818896720873,9.667448128548093e-07,0.2290842587796586,0.7709147744755287,,2.066875971299663e-10,306.25889009625035,3.629735291245313e-08,1.3347558870286014e-07,metal,metal,pinhole,metal
1.2847710850972693e-08,66138.62533254802,0.01981593664461396,10416.465108595774,4.545351355276508e-17,70119.33672669457,0.18346228736882803,90820.51325354201,0.004706707442787939,9.26815939475748e-06,2539377.6455932567,0.03333836135941068,0.09644713649183553,0.06716412221148546,0.16045407217800703,31.426139609648136,0.00037423843337561517,3.3335514076467873e-10,9.377644909450526e+28,22277.940820434767,573721891301766.0,25648.546944109123,7273992729585076.0,49696.326281953574,7.39051459240983e+27,24019.44106949247,5.653967620378869e+26,1237.9106133694686,6.657372420276393e-06,66370.68142333749,2.065574326790959e-07,48111.092129614524,6.656268105522417e-05,70468.66260100684,0.0003510718724382647,37744.93868053012,8.561073834072303e-06,3.5951453065872465e-12,0.2937574104324173,3.2504432336297652e-09,0.009728141955332292,0.9902718547942244,,1.2728089844951096e-09,2479417.596769128,6.860205874760899e-06,1.7008679593114036e-06,metal,metal,intact,metal
2.8292569671504225e-07,64539.276353223766,0.051598300895905766,27010.61426608521,6.925290907844122e-17,70419.25925143652,0.13612038095000628,166849.29209105982,0.0009933023903145794,4.923121593422593e-06,8404881.055918705,0.0008184538930247271,0.03375400359839716,0.047619968661557745,0.19955588080059944,97.45324703335875,0.00031941679393125244,4.03525753457469e-10,8.176906625608908e+28,18055.640849216885,474423499562841.3,26215.850763205723,5.030273698466308e+16,38671.51791384689,2.606088192684832e+27,25427.855712926576,9.604427643714402e+26,1051.5096779583669,5.530560214814052e-06,63080.4696318099,2.304767615707408e-07,47311.812181332716,2.085627421034593e-06,79109.85025182152,0.000569969044877242,14914.113907556079,0.0023045669301690356,3.836712850606091e-11,0.34911211090105865,5.8805935011837e-07,0.08897449682941087,0.911024915111239,,2.5945762299205263e-08,6846270.587515091,0.002098684282928811,0.00020588264724022464,metal,metal,intact,metal
4.429459685679487e-08,60242.022453522455,0.07908795244140969,8209.587237941108,8.48379248553885e-18,69838.68548082717,0.38517542578345265,36323.67072764068,0.0006108979979445756,7.360860635079678e-06,4057338.6398399994,0.05433836622317089,0.07428373541564327,0.04671324407060877,0.18746676475173882,16.625611367032754,0.00038702910517785487,4.47978030820422e-10,1.016100503665387e+29,16855.275796224254,446769392254201.7,28609.681543181967,4.046198317119574e+16,49411.54705209473,8.559480008124949e+27,23636.099336677635,1.666782028911174e+27,587.9419871954527,6.575401327085705e-06,42215.5104400336,8.195751711460059e-07,17982.131509504514,1.5411403773734407e-06,70956.0188260288,0.00014854387221601304,20396.215387153345,3.142659585402105e-10,2.0993119747524196e-19,0.3607152679873837,8.441946951079816e-09,0.3000263507271779,0.699973640830875,,3.556241546732064e-14,865.250047198457,4.669120215913029e-11,2.675747563810802e-10,metal,mixed,mixed,metal
1.018258655711943e-07,60801.878014315786,0.06837260589798944,34773.696885109304,5.097561791259618e-17,70517.44865480163,0.1886774034506435,53662.22702754524,0.0015588271901111176,1.8072288894204573e-06,7602826.518185082,0.09278618926483498,0.05494345886556118,0.011923953037738317,0.3379392542101997,80.76105349844714,0.0002707136975949659,5.000811280766325e-10,8.975167844057866e+28,23049.157527726817,424769904675041.75,27438.669682273667,2.3383105638011444e+16,38793.0815909562,8.602770091187476e+27,39069.30748237498,6.978611527449416e+25,1245.1917168214848,9.183986896877201e-06,61700.4357196342,2.0119149760299322e-07,45217.4399999583,3.3277532833813625e-05,99880.51675982104,0.0005729310156211456,27720.858049803905,0.0006319168759034035,2.582907730143048e-13,0.4265619126180624,1.0208996343300904e-06,0.45991172345417075,0.5400872556461949,,2.221922642628368e-08,111796.41557655696,0.00029104178373571236,0.0003408750921676911,metal,mixed,mixed,metal
3.7666235379687944e-07,64848.53183802109,0.04827857284523466,6773.183307600728,4.048235982143809e-17,70020.3378881829,0.18687284234769616,36673.08498570407,0.001379225665051588,8.222061762996788e-06,2270689.900087182,0.021503263622840694,0.023194104417920136,0.042771279264159766,0.09724853653710192,84.22030919577315,0.00040213716250813965,6.385702409084536e-10,1.1361851148279556e+29,17749.361463354322,614357645164195.4,25955.018281556724,1.8983470932975844e+16,38302.458803930705,2.1193984729663225e+27,28155.30086379941,1.6404651939487305e+27,683.023123198393,4.699918857892961e-06,62671.86006645288,4.900187298136072e-07,37642.419997490855,5.4061409110899525e-05,93765.0185421788,0.00029347235161710064,9080.495568935541,9.463207367863104e-08,1.0007728669584714e-17,0.1339855137947439,1.1284390918936753e-06,0.08698461416797437,0.9130142573929336,,1.2874346693598488e-10,0.47445934687243774,1.672954328694905e-09,9.295911934993614e-08,metal,metal,pinhole,metal
3.5932778482443166e-09,68820.1933253338,0.0027091633331807253,38354.411646095024,3.79253072326169e-18,69207.2453790819,0.15374120778776001,101524.33085192813,0.0014237881656592245,3.7713945541571686e-06,1353821.2349446863,0.07744613419756535,0.048183798980460726,0.05078370544048668,0.26998279606908593,10.443533816697487,0.00037494284318793003,8.083167612182596e-10,8.513326467396432e+28,22075.255051431508,22333445024936.45,25693.848733114286,4.850215988041332e+16,36293.2160972449,8.269577793157253e+27,30641.06661579677,6.070054737911635e+26,717.1794676194557,6.5357920719687904e-06,64825.120013514024,5.548743733879247e-09,30711.85101001088,6.993594531386969e-05,99345.29736917469,0.000532812415521637,18114.813394319994,9.739793534125333e-11,3.7091610634388474e-18,0.020174130195198866,5.973989705990229e-12,0.0678423225385466,0.9321576774554793,,6.755860903392869e-13,1142120.9317179534,7.911107570530752e-11,1.828685963594581e-11,metal,metal,intact,metal
1.733180474951014e-07,73944.16368051202,0.0831739565572752,12383.545505606036,5.051864408240015e-17,70432.50858982911,0.2421861507584896,166679.5629275105,0.002876041500231143,4.004437951532795e-06,3677839.165096855,0.0013621745534385735,0.07876630221190752,0.07240579998607886,0.1568991397273304,38.111614231977995,0.00028577592559584747,4.019629398752613e-10,1.067182929939411e+29,20909.792335938302,57733203323880.695,29882.586371448833,404688464920654.6,42267.68875950401,4.732564734559165e+27,33361.24804640554,8.473976710265377e+26,870.6180397476196,6.351524675503163e-06,52097.18394338604,3.4414279140871174e-07,44598.427155488454,4.172762253647483e-05,88967.85464696742,0.0009458538246864815,26752.670688050246,1.548242037503888e-05,1.8286520780672702e-13,0.21242923527700178,1.6531366162372773e-08,0.14408455976333415,0.8559154237052997,,5.361754970732473e-10,2528559.5292763077,1.276369901241109e-05,2.718721362627792e-06,metal,metal,intact,metal
1.3297262132010922e-07,64993.23048648292,0.032089601666149666,19005.66421222149,3.9364969495806984e-17,70971.01129913781,0.37161550668624393,121741.38198195756,0.004062954355169703,2.926859762318295e-06,5799186.73172582,0.0279549182054419,0.011036421165711892,0.034667073983191625,0.43230310394363525,58.576835268898115,0.00038842399681308367,4.881212225753024e-10,1.0761949417483516e+29,18735.76229411778,661024295383385.5,25511.172128000057,5.763649980438958e+16,45118.36609610497,5.073883986311579e+26,38425.365564250256,4.269934775800213e+25,977.3218313938543,9.399646416028168e-06,48830.44823846089,5.513610950653844e-07,6655.536432821411,3.819282773550277e-05,91469.10018604004,0.0004028853425405686,32957.69691761247,0.00011353786603875453,6.631445287344588e-13,0.6030463338092796,7.771845054916993e-08,0.18716923320742868,0.8128306890741208,,1.1794247810397082e-08,3673973.0843394264,0.00010338817101885158,1.0149695019902945e-05,metal,metal,intact,metal
2.1710506243112844e-07,74849.4513981945,0.05320250492922822,36152.311614233084,1.4964148420323946e-17,70163.39333293533,0.29279082550406793,148630.5847863754,0.0007245143811002311,5.228355325592047e-06,8831036.21462926,0.0861261581117402,0.0496564536762103,0.041057315575375994,0.09984935385021579,51.73176073323461,0.00024173707788733542,9.037874667679137e-10,1.132239781509328e+29,16490.09087034951,598637284682500.6,27640.010403195884,5.4399549424785704e+16,35463.91628424793,6.872319299504762e+27,22070.030359207005,1.8423307857744863e+27,923.5401485160367,3.741082072001266e-06,62721.86603188189,5.360137693331978e-07,35629.36833362339,9.778202069886598e-05,78344.22311373314,0.0006431620186107315,12225.300183676576,8.465574473194768e-05,1.7655606742535371e-13,0.4445614432478667,1.9347994852756696e-07,0.42746675650175253,0.5725330500182989,,2.6827773904695303e-09,1098778.9859137514,5.366877696142681e-05,3.098696777052087e-05,metal,mixed,mixed,metal
3.318567082925692e-07,65088.22094387112,0.08047546987550264,48132.01137483779,5.773052197712648e-17,70010.22585318258,0.1702050133362854,68125.750673089,0.0010796397184557128,1.4293321254471076e-06,9012657.9447349,0.03451145486672306,0.03910807779207065,0.08016812368522275,0.3910074439020062,64.88672847408927,0.00029548713377882025,9.880255298699094e-10,1.002441882062745e+29,15211.499174273487,333195711169930.94,25056.64332272685,6991883364178020.0,41035.86053826032,3.0076739152110007e+27,22491.27785842111,1.5016767424599466e+27,688.5611917655098,3.8005542412238213e-06,63846.92084871911,4.1625787009106615e-07,22106.81035664112,5.921829234994531e-05,88583.04914127495,0.0005008096291799571,26449.908732010557,6.406033417887005e-08,1.716408657227216e-17,0.3892226596441383,5.6150965817149496e-09,0.4621388365001841,0.5378611578847192,,5.673913105082173e-11,91320.12925186376,2.743981862014273e-08,3.662051555872732e-08,metal,mixed,mixed,metal
1.0401402972149498e-07,71852.21284133263,0.053960764696567756,47192.168598629985,5.2208927977270293e-17,70586.29646550448,0.14122293963798443,66157.64683795141,0.0035716386312703674,7.206361149150256e-07,3354637.8059736756,0.08778046591235629,0.0328989239112397,0.05900251782252306,0.4800764931096582,79.82557141335474,0.000279055560335458,8.705411060540621e-10,1.0599686369240054e+29,21004.770061263578,148308937163614.62,28024.890784378185,4.126524851344699e+16,42420.60495445446,2.2127821978711434e+27,34892.414480240484,8.919552150077267e+26,1256.555097940161,1.8783090483436835e-06,61312.22149977413,8.511392202821251e-07,18021.34351382409,0.00013054046069709474,84064.3736785121,0.00040734550565126086,7916.635965500205,0.0009250415465720018,6.261286339646127e-13,0.5813893413144967,1.476889659769191e-06,0.3695910452283297,0.6304074778820106,,5.13062414049134e-08,828360.5593409089,0.0006550871904522828,0.000269954356119719,metal,oxide,intact,metal
2.680092464367526e-07,76701.2762718081,0.011721061408331233,46261.81877108046,2.6207763579724966e-17,69254.41938055486,0.2242996628552998,122371.95007742902,0.004701193701065752,7.071813032181861e-06,526362.9135398872,0.014331146697319545,0.06276004787453683,0.052400150707088325,0.2914583677456528,15.082724673743707,0.000434635335702682,7.958163386102309e-10,1.05571079210399e+29,22637.99858221753,135034794338400.55,26108.787345253615,3.5120814417512676e+16,40976.84767635083,5.818571549438433e+27,33880.87206767173,1.201737157876548e+27,584.2620917736299,4.327472086404319e-06,61073.826106157016,5.090631350696932e-07,29546.706263740914,0.00010689669843826747,93324.24756961633,0.0007492520844266636,39522.942578163245,1.8080328673914511e-12,3.232963574235935e-20,0.06882060811191523,4.065632035573907e-12,0.42136715735070324,0.5786328426452312,,2.6300080201999863e-13,132857.6452770557,1.4388788497804215e-12,3.6915401761102964e-13,metal,metal,intact,metal
1.9471022267150703e-07,62418.71874496497,0.023488276188183038,25276.103005002642,2.0885368128737935e-17,69233.34501452534,0.361963080848892,149729.24443606718,0.002680699285495144,6.191311847587676e-06,6286664.562495785,0.008436789147655503,0.011923155511007233,0.03862921947034093,0.3466500118170455,15.591531653243718,7.047073970595333e-05,9.571447914457983e-10,1.12097585830057e+29,24461.767696505332,148642806446252.88,27559.15503394495,1.5077699269142172e+16,46387.82725662751,9.734686282607926e+27,21010.606042664982,5.600166982382458e+26,884.6061946308528,6.890943436030019e-06,48042.06252856266,3.242611339018218e-07,20686.370736986522,0.0001257588443133446,70067.47876687447,0.0009737759515101109,15250.290029177893,2.9890666339584532e-06,8.572067417427148e-14,0.4295423314985668,1.8112704853390856e-09,0.07890772652329901,0.9210922716654306,,3.8243606030028864e-10,5279661.645883119,2.7994857420820404e-06,1.895808918764128e-07,metal,metal,intact,metal
3.1936356819129386e-07,66532.88792324564,0.006737997309688519,32195.03453768668,6.905290672333058e-17,69941.84957181943,0.1190943638634301,161519.39588211346,0.0032572634017846813,9.458759212241194e-06,71400.84015246453,0.011149731473585035,0.06420477774916013,0.07334698079582276,0.46839199405127546,52.10741191460636,0.00038338451760116333,3.12707001397429e-10,1.1239356087833337e+29,17160.007168587064,379534447401744.1,26817.006627219707,2.7845146871086504e+16,44097.32871717463,4.960407987563123e+27,29731.9219705534,7.29463585222529e+26,884.0345869866874,7.101275363762424e-06,66344.25566577821,7.984825781988953e-07,40901.311406909335,0.00013021357511261452,84169.51266361822,0.0006494913079689772,28061.083977931314,2.1327183955188975e-07,1.5096130806191153e-13,0.06302454820512382,1.0809011022443754e-07,0.04129588309507486,0.958704008814815,,1.355414618151505e-09,64850.8140328283,1.805228141508615e-07,3.2749025401028234e-08,metal,metal,intact,metal
3.590639387910988e-07,61056.814060560224,0.0060575036601980695,36693.90845896661,5.598355708567635e-17,69717.95691334437,0.29548524501260237,102809.446466022,0.0005773303445871037,7.843324504346555e-06,6921124.506732366,0.015372854356627205,0.0894830896476043,0.031814937966827175,0.14956739414474587,84.74318973199642,0.00011052962422358248,8.990079131696354e-10,1.0491164759062252e+29,23838.96648163455,547231269159814.7,29497.38540315321,4.674724458185887e+16,46271.09722550472,2.4666046314876104e+27,37456.360502176736,1.409218132962941e+27,983.1090157690323,2.6535862850762757e-06,67293.63755078244,6.05011242932553e-07,20303.49525859728,7.537713980572035e-06,71755.1562032073,0.0001288585935687009,10718.15374266528,5.5403310335265886e-05,2.738091969463105e-13,0.5563040246811465,1.7179269718518747e-07,0.42790422503555015,0.5720956031717527,,9.147899059868743e-09,1530486.7303813174,4.249618923532167e-05,1.2907121099944217e-05,metal,oxide,intact,metal
